1282734075100,129.0,318,210
1282734075914,30.0,222,154
1282734076473,129.0,88,109
1282734077431,99.0,268,394
1282734077905,60.0,276,492
1282734079790,30.0,241,316
1282734080883,99.0,369,657
1282734081468,99.0,252,654
1282734082240,60.0,295,459
1282734082735,30.0,304,307
1282734084096,129.0,159,127
1282734084659,30.0,145,714
1282734085341,60.0,90,39
1282734085971,30.0,414,307
1282734087250,60.0,234,597
1282734087825,129.0,285,94
1282734088320,99.0,237,156
1282734088825,129.0,376,730
1282734089352,60.0,271,700
1282734089848,99.0,120,681
1282734090330,129.0,364,306
1282734090841,99.0,234,646
1282734091352,30.0,414,204
1282734094388,60.0,405,444
1282734095662,30.0,430,603
1282734098675,99.0,63,352
1282734099456,30.0,229,369
1282734100422,30.0,154,559
1282734106138,129.0,271,316
1282734106714,30.0,277,243
1282734108302,60.0,165,604
1282734109278,60.0,189,625
1282734110004,129.0,271,549
1282734111271,129.0,331,258
1282734111942,60.0,204,328
1282734112545,60.0,393,271
1282734113107,99.0,246,520
1282734113656,60.0,247,288
1282734114272,60.0,100,202
1282734114884,99.0,156,448
1282734115466,99.0,117,462
1282734116105,60.0,183,694
1282734117173,99.0,61,76
1282734117790,99.0,297,64
1282734118765,129.0,402,159
1282734119229,60.0,277,484
1282734119762,60.0,315,549
1282734120315,30.0,307,622
1282734121585,30.0,148,175
1282734122617,60.0,420,325
1282734123410,99.0,84,699
1282734123972,129.0,79,255
1282734124551,99.0,201,655
1282734125156,30.0,157,288
1282734126146,60.0,406,427
1282734127185,129.0,213,621
1282734127690,129.0,72,139
1282734128203,99.0,379,277
1282734128681,30.0,403,520
1282734132473,99.0,393,468
1282734133421,30.0,124,279
1282734134692,129.0,261,552
1282734135256,60.0,246,204
1282734135930,30.0,399,333
1282734138235,99.0,204,255
1282734138861,60.0,303,382
1282734139894,129.0,267,286
1282734140556,129.0,135,243
1282734141325,30.0,286,478
1282734142025,30.0,339,723
1282734146457,30.0,121,612
1282734149685,129.0,141,670
1282734150206,30.0,274,312
1282734150852,60.0,400,367
1282734151908,99.0,90,420
1282734152422,99.0,219,744
1282734152977,129.0,123,564
1282734153469,129.0,132,270
1282734154002,129.0,303,664
1282734154524,99.0,154,411
Finished: 1282734155520
