1282742189676,60.0,115,33
1282742190727,60.0,259,123
1282742191403,60.0,409,172
1282742193072,60.0,381,237
1282742193764,129.0,168,522
1282742194430,129.0,207,733
1282742195053,30.0,216,732
1282742195839,99.0,331,345
1282742196541,60.0,324,364
1282742197227,60.0,64,585
1282742197962,60.0,132,111
1282742198673,60.0,313,649
1282742199373,99.0,378,294
1282742200668,60.0,198,279
1282742201884,30.0,372,597
1282742202562,129.0,66,340
1282742203218,99.0,244,469
1282742203784,30.0,427,450
1282742207236,99.0,264,100
1282742208430,30.0,63,259
1282742211712,129.0,103,426
1282742212344,129.0,270,673
1282742213438,129.0,231,375
1282742214059,30.0,178,238
1282742219506,99.0,150,180
1282742220240,30.0,339,109
1282742221061,129.0,231,505
1282742221772,99.0,366,490
1282742222479,60.0,88,172
1282742225841,99.0,78,594
1282742226628,30.0,334,91
1282742232593,60.0,214,592
1282742233305,99.0,241,471
1282742233924,60.0,229,160
1282742234512,129.0,109,625
1282742235586,30.0,144,454
1282742237193,60.0,244,712
1282742238150,99.0,400,216
1282742238797,129.0,222,153
1282742239354,30.0,244,568
1282742242387,129.0,184,531
1282742242951,129.0,336,549
1282742243510,129.0,318,369
1282742244072,99.0,316,633
1282742245076,60.0,109,237
1282742246157,30.0,33,666
1282742247681,99.0,322,592
1282742248525,30.0,310,388
1282742252135,99.0,198,423
1282742252763,129.0,280,202
1282742253321,129.0,277,309
1282742253858,129.0,325,664
1282742254513,30.0,64,289
1282742257702,30.0,231,103
1282742258630,30.0,201,406
1282742259524,129.0,111,396
1282742260334,30.0,222,256
1282742261611,99.0,349,426
1282742262524,99.0,184,471
1282742263099,99.0,136,222
1282742263710,129.0,250,576
1282742264314,99.0,399,438
1282742265100,60.0,78,424
1282742265727,99.0,388,291
1282742266359,129.0,355,108
1282742266900,99.0,366,63
1282742267425,60.0,196,258
1282742268011,60.0,370,82
1282742268587,129.0,265,513
1282742269250,60.0,393,666
1282742271521,99.0,237,568
1282742272200,30.0,157,459
1282742274020,60.0,397,615
1282742275205,60.0,291,595
1282742275780,30.0,70,564
1282742281604,99.0,379,184
1282742282430,30.0,417,262
1282742286779,129.0,180,259
1282742287438,30.0,441,751
1282742289359,30.0,408,306
Finished: 1282742294165
