1282727177162,30.0,282,49
1282727178475,30.0,429,639
1282727186750,60.0,117,163
1282727188053,129.0,69,579
1282727188833,129.0,123,214
1282727189507,129.0,394,343
1282727190204,60.0,382,450
1282727191095,99.0,67,273
1282727191826,60.0,139,238
1282727192592,30.0,331,246
1282727193451,60.0,190,421
1282727194124,99.0,370,360
1282727194750,30.0,391,97
1282727195587,60.0,96,607
1282727196378,60.0,291,352
1282727197072,129.0,256,451
1282727197698,30.0,412,765
1282727198513,30.0,262,190
1282727199638,129.0,379,274
1282727200340,129.0,243,225
1282727200879,30.0,333,715
1282727201780,30.0,28,535
1282727203167,30.0,145,711
1282727204585,99.0,303,198
1282727205257,129.0,84,553
1282727205831,60.0,222,588
1282727206722,30.0,130,100
1282727208221,60.0,388,720
1282727209253,30.0,198,372
1282727210056,30.0,333,303
1282727211750,129.0,132,421
1282727212380,99.0,384,699
1282727212989,60.0,202,322
1282727213611,30.0,414,726
1282727218866,30.0,109,357
1282727219815,99.0,156,712
1282727220411,30.0,436,199
1282727221165,129.0,118,546
1282727221711,60.0,207,558
1282727222692,60.0,168,87
1282727223310,30.0,300,565
1282727224019,99.0,196,679
1282727224477,129.0,105,132
1282727224981,60.0,259,67
1282727225451,129.0,328,234
1282727225870,60.0,244,405
1282727226297,60.0,115,304
1282727227077,129.0,172,475
1282727227519,30.0,141,492
1282727227946,99.0,309,114
1282727228444,30.0,268,726
1282727229316,99.0,276,721
1282727229797,99.0,148,384
1282727230268,129.0,136,601
1282727230706,60.0,180,760
1282727231168,99.0,147,237
1282727231716,99.0,90,385
1282727232149,99.0,115,207
1282727232610,129.0,396,670
1282727233064,60.0,262,81
1282727233865,99.0,351,396
1282727234324,129.0,400,174
1282727234770,129.0,97,328
1282727235190,99.0,261,417
1282727235658,129.0,396,520
1282727236075,129.0,384,241
1282727236552,99.0,99,460
1282727237022,30.0,109,135
1282727238248,60.0,76,654
1282727239023,99.0,285,468
1282727239595,99.0,207,477
1282727240038,129.0,358,402
1282727240507,99.0,289,679
1282727241013,60.0,430,637
1282727241436,129.0,364,658
1282727241845,99.0,412,742
1282727242605,30.0,102,106
1282727243285,99.0,268,181
1282727244131,60.0,172,52
1282727244787,60.0,316,766
Finished: 1282727245446
