1282917348267,60.0,360,273
1282917350179,60.0,400,48
1282917350909,30.0,178,196
1282917358517,60.0,213,310
1282917359394,60.0,364,415
1282917361553,30.0,381,657
1282917367172,30.0,79,33
1282917370257,30.0,276,591
1282917372194,30.0,93,469
1282917373568,99.0,300,52
1282917374397,99.0,306,601
1282917375286,129.0,378,301
1282917375933,99.0,357,606
1282917377192,99.0,85,369
1282917377901,129.0,181,199
1282917378464,99.0,172,372
1282917379074,129.0,237,474
1282917379708,30.0,132,285
1282917384233,129.0,244,732
1282917385115,129.0,391,231
1282917385733,99.0,75,351
1282917386319,30.0,265,27
1282917390120,60.0,172,679
1282917391136,30.0,355,559
1282917396832,129.0,64,217
1282917397626,60.0,304,352
1282917399028,129.0,337,202
1282917399669,60.0,301,400
1282917401520,99.0,354,199
1282917402215,60.0,309,31
1282917403140,60.0,45,466
1282917404036,60.0,277,192
1282917404834,99.0,319,132
1282917405506,30.0,297,298
1282917421152,99.0,64,130
1282917422237,99.0,148,283
1282917423437,30.0,363,742
1282917438626,129.0,405,280
1282917439936,30.0,189,430
1282917440861,129.0,364,244
1282917441556,129.0,337,327
1282917442139,30.0,378,133
1282917442949,60.0,187,537
1282917443785,60.0,399,558
1282917444495,99.0,339,210
1282917445117,60.0,45,712
1282917445945,129.0,303,169
1282917446565,99.0,259,588
1282917447142,30.0,321,267
1282917448651,99.0,348,618
1282917449341,129.0,102,246
1282917450058,30.0,331,741
1282917454837,129.0,160,663
1282917455425,99.0,307,390
1282917456081,30.0,18,421
1282917456798,99.0,49,610
1282917457381,129.0,394,157
1282917457972,60.0,117,651
1282917458704,129.0,382,546
1282917459836,99.0,199,84
1282917460584,30.0,18,691
1282917464667,129.0,112,442
1282917465288,30.0,343,699
1282917469215,129.0,312,634
1282917469772,60.0,375,352
1282917470453,60.0,373,754
1282917471188,30.0,241,654
1282917472013,99.0,394,61
1282917472757,60.0,333,447
1282917473495,60.0,45,357
1282917474223,60.0,421,432
1282917475018,99.0,211,235
1282917475633,60.0,424,174
1282917476268,129.0,309,144
1282917476772,99.0,249,585
1282917477362,30.0,171,573
1282917481503,129.0,327,214
1282917482164,30.0,169,688
1282917483405,129.0,310,396
1282917483986,99.0,60,201
Finished: 1282917484628
