1285339515349,129.0,168,480
1285339515780,99.0,364,408
1285339516188,30.0,94,154
1285339517219,60.0,129,211
1285339517670,30.0,301,394
1285339518490,60.0,102,154
1285339518987,129.0,133,466
1285339519430,129.0,352,129
1285339519855,60.0,247,105
1285339520327,99.0,157,76
1285339520769,99.0,204,226
1285339521198,129.0,289,478
1285339521608,30.0,123,316
1285339522799,99.0,67,433
1285339523250,30.0,259,214
1285339524094,129.0,252,426
1285339524545,60.0,52,691
1285339525150,30.0,420,42
1285339526036,129.0,85,202
1285339526571,30.0,63,526
1285339527342,30.0,429,642
1285339528794,99.0,144,532
1285339529308,30.0,291,499
1285339530441,99.0,217,165
1285339531013,99.0,264,237
1285339531478,60.0,423,315
1285339531965,30.0,183,183
1285339532908,99.0,141,49
1285339533415,99.0,234,466
1285339533864,60.0,391,750
1285339534621,129.0,295,267
1285339535066,99.0,283,222
1285339535524,60.0,214,216
1285339535949,30.0,178,381
1285339536383,99.0,105,655
1285339536897,30.0,225,399
1285339537684,60.0,309,558
1285339538134,30.0,403,636
1285339538662,129.0,141,192
1285339539173,129.0,208,346
1285339539579,30.0,19,646
1285339540500,30.0,273,726
1285339541767,30.0,190,240
1285339542397,60.0,336,286
1285339543154,60.0,57,673
1285339543751,129.0,312,723
1285339544318,99.0,214,517
1285339544756,129.0,100,622
1285339545207,99.0,213,273
1285339545649,99.0,354,228
1285339546132,30.0,412,91
1285339547152,30.0,247,580
1285339547844,129.0,133,615
1285339548306,30.0,423,453
1285339550259,60.0,138,582
1285339550803,60.0,270,756
1285339551278,60.0,121,474
1285339552092,60.0,180,106
1285339552724,99.0,175,360
1285339553268,129.0,291,475
1285339553734,129.0,81,691
1285339554196,60.0,228,570
1285339554693,60.0,411,649
1285339555236,30.0,54,234
1285339556060,99.0,195,282
1285339556778,99.0,142,612
1285339557260,99.0,90,294
1285339557677,129.0,262,636
1285339558170,60.0,289,493
1285339558614,129.0,396,282
1285339559060,129.0,241,712
1285339559551,129.0,300,120
1285339559980,60.0,163,186
1285339560443,60.0,231,55
1285339560934,129.0,82,475
1285339561425,99.0,139,480
1285339561933,30.0,399,447
1285339562597,129.0,216,108
1285339563084,60.0,165,247
1285339563549,99.0,124,637
Finished: 1285339563986
