1285341440676,129.0,90,382
1285341441168,30.0,292,51
1285341442638,99.0,291,538
1285341443172,30.0,355,711
1285341444385,129.0,364,288
1285341444901,60.0,181,76
1285341445523,129.0,190,607
1285341446127,129.0,321,733
1285341446634,99.0,327,724
1285341447222,99.0,307,670
1285341447695,99.0,273,747
1285341448136,60.0,369,559
1285341448608,60.0,346,364
1285341449607,129.0,133,504
1285341450100,60.0,196,280
1285341450946,60.0,211,387
1285341452489,99.0,297,684
1285341453008,30.0,270,480
1285341454396,99.0,220,198
1285341454903,30.0,373,369
1285341457504,99.0,237,580
1285341458048,99.0,88,190
1285341458905,99.0,316,373
1285341459863,60.0,46,664
1285341460567,60.0,82,148
1285341461796,129.0,316,496
1285341462377,60.0,307,444
1285341463527,60.0,312,391
1285341464171,99.0,406,357
1285341464703,30.0,330,670
1285341466606,60.0,54,327
1285341467109,30.0,157,576
1285341467646,99.0,319,660
1285341468213,60.0,69,636
1285341468801,30.0,133,40
1285341470120,30.0,93,768
1285341470754,129.0,295,705
1285341471271,30.0,312,289
1285341472366,99.0,268,55
1285341473658,30.0,249,616
1285341476948,99.0,168,163
1285341477482,60.0,393,327
1285341478056,30.0,172,184
1285341478879,60.0,240,577
1285341479410,129.0,81,280
1285341479856,99.0,132,231
1285341480377,60.0,30,502
1285341481211,129.0,169,453
1285341481699,30.0,381,453
1285341484911,30.0,90,475
1285341485842,30.0,246,270
1285341487175,99.0,271,495
1285341487673,129.0,90,715
1285341488124,129.0,82,183
1285341488606,30.0,129,525
1285341489055,99.0,58,292
1285341489859,60.0,216,337
1285341490698,129.0,339,66
1285341491201,99.0,228,294
1285341491667,30.0,130,589
1285341493386,129.0,333,673
1285341493929,129.0,334,645
1285341494435,129.0,111,183
1285341494976,60.0,306,256
1285341496540,60.0,117,699
1285341497096,99.0,417,634
1285341497718,30.0,129,180
1285341498244,129.0,139,316
1285341498728,30.0,61,270
1285341499348,99.0,301,613
1285341499866,30.0,433,636
1285341505205,60.0,229,123
1285341505775,30.0,42,583
1285341508108,129.0,256,721
1285341508723,129.0,412,714
1285341509207,60.0,169,154
1285341509768,129.0,369,438
1285341510385,129.0,151,630
1285341510909,99.0,174,645
1285341511530,60.0,190,58
Finished: 1285341512166
