1285340187035,129.0,133,516
1285340187688,60.0,390,300
1285340190707,30.0,273,376
1285340191589,99.0,180,114
1285340192230,30.0,385,198
1285340192829,30.0,120,82
1285340193766,60.0,115,736
1285340194439,129.0,252,195
1285340195041,99.0,297,369
1285340196473,30.0,355,510
1285340198242,129.0,279,654
1285340199030,129.0,195,445
1285340203040,60.0,427,738
1285340204081,60.0,391,582
1285340204958,99.0,286,436
1285340205465,129.0,156,432
1285340205962,60.0,75,667
1285340207247,129.0,358,397
1285340207756,129.0,180,295
1285340208299,99.0,153,723
1285340208917,30.0,309,684
1285340213512,60.0,240,313
1285340214158,99.0,307,90
1285340215506,30.0,415,52
1285340216513,129.0,301,631
1285340217236,60.0,429,297
1285340218219,129.0,253,310
1285340218762,30.0,391,187
1285340220243,99.0,366,406
1285340220822,99.0,243,406
1285340221419,60.0,310,682
1285340222262,60.0,246,268
1285340222883,30.0,118,537
1285340224855,129.0,171,312
1285340225412,60.0,382,124
1285340226032,99.0,163,457
1285340226619,30.0,285,606
1285340227983,129.0,189,226
1285340228803,99.0,52,682
1285340229484,60.0,178,396
1285340230045,60.0,210,729
1285340230641,30.0,276,604
1285340232710,30.0,312,415
1285340234435,30.0,39,145
1285340235263,60.0,376,597
1285340236000,60.0,168,759
1285340236610,129.0,79,424
1285340237200,30.0,133,289
1285340238571,99.0,370,550
1285340239180,99.0,222,391
1285340239656,99.0,54,352
1285340240269,60.0,60,559
1285340240977,99.0,186,523
1285340241525,129.0,73,670
1285340242100,99.0,324,309
1285340242623,129.0,304,447
1285340243186,129.0,163,366
1285340244140,30.0,312,108
1285340244732,60.0,315,537
1285340246656,30.0,70,715
1285340250183,30.0,19,595
1285340251160,99.0,79,340
1285340251815,99.0,250,730
1285340252750,30.0,433,471
1285340254533,30.0,252,93
1285340255725,30.0,40,237
1285340256484,99.0,186,444
1285340257068,129.0,157,300
1285340257583,60.0,325,546
1285340258470,99.0,139,498
1285340258956,129.0,256,181
1285340259518,99.0,400,112
1285340260454,129.0,312,663
1285340261003,99.0,259,106
1285340261594,60.0,306,501
1285340262110,129.0,237,636
1285340262594,60.0,168,597
1285340263580,60.0,39,70
1285340264612,30.0,28,538
1285340265334,129.0,201,237
Finished: 1285340265945
