1282917656145,60.0,100,123
1282917657077,129.0,349,66
1282917657829,30.0,31,250
1282917659178,99.0,292,70
1282917659763,60.0,106,567
1282917660727,60.0,166,522
1282917661645,129.0,240,277
1282917662258,30.0,421,175
1282917663115,129.0,399,285
1282917663716,99.0,348,528
1282917664491,129.0,228,324
1282917665073,99.0,153,358
1282917665684,60.0,342,766
1282917666780,99.0,336,211
1282917667486,60.0,382,159
1282917668303,30.0,424,498
1282917669423,99.0,81,514
1282917670196,30.0,454,615
1282917675665,30.0,31,201
1282917678554,60.0,379,124
1282917679421,99.0,109,201
1282917680065,30.0,34,693
1282917685922,129.0,67,663
1282917686188,129.0,282,531
1282917686863,60.0,448,690
1282917687996,129.0,325,208
1282917688633,99.0,66,369
1282917689187,129.0,66,112
1282917689744,99.0,60,111
1282917690307,60.0,106,96
1282917690865,30.0,267,421
1282917693209,30.0,208,330
1282917693775,129.0,129,211
1282917694304,30.0,394,357
1282917699153,30.0,165,517
1282917700294,60.0,142,387
1282917700837,99.0,276,259
1282917701413,60.0,414,618
1282917704015,129.0,154,445
1282917704584,60.0,196,426
1282917705187,99.0,148,300
1282917705681,60.0,169,615
1282917706456,99.0,427,190
1282917707103,60.0,409,603
1282917711093,30.0,171,622
1282917712304,99.0,286,190
1282917712941,60.0,156,331
1282917714630,129.0,100,315
1282917715190,129.0,144,345
1282917715816,60.0,309,759
1282917717851,99.0,370,325
1282917718492,60.0,30,570
1282917719121,129.0,288,477
1282917720059,30.0,40,762
1282917721849,129.0,181,409
1282917722526,99.0,201,397
1282917723040,30.0,388,655
1282917724042,129.0,399,609
1282917724574,99.0,154,670
1282917725310,129.0,78,313
1282917725874,30.0,25,598
1282917726572,60.0,187,435
1282917727469,129.0,306,559
1282917728435,99.0,217,624
1282917728933,129.0,220,507
1282917729380,129.0,213,480
1282917729850,30.0,429,544
1282917732202,99.0,292,670
1282917732915,99.0,102,429
1282917733500,30.0,211,85
1282917734600,30.0,15,598
1282917736037,30.0,331,658
1282917737185,99.0,111,274
1282917738936,60.0,204,537
1282917739632,129.0,379,384
1282917740167,30.0,210,742
1282917744667,30.0,372,186
1282917746968,99.0,169,546
1282917747759,60.0,37,463
1282917748272,60.0,186,384
Finished: 1282917749168
