1285063821055,99.0,171,70
1285063821870,99.0,70,711
1285063822675,30.0,313,61
1285063823555,30.0,405,496
1285063824399,99.0,246,378
1285063825083,99.0,238,270
1285063825739,129.0,354,562
1285063826470,60.0,142,564
1285063827270,30.0,391,231
1285063828684,129.0,379,307
1285063829281,99.0,135,682
1285063830132,60.0,300,208
1285063830926,99.0,306,60
1285063831589,60.0,295,118
1285063832305,60.0,268,168
1285063832969,129.0,165,73
1285063833688,60.0,165,630
1285063834549,129.0,180,666
1285063835140,30.0,36,547
1285063835994,60.0,162,39
1285063836994,30.0,286,271
1285063837838,129.0,376,324
1285063838441,99.0,313,304
1285063839041,129.0,102,369
1285063839726,129.0,393,685
1285063840619,129.0,150,420
1285063841205,99.0,123,684
1285063841977,30.0,393,633
1285063843951,99.0,142,501
1285063844685,30.0,129,744
1285063846552,60.0,39,462
1285063847336,60.0,72,637
1285063847978,60.0,280,456
1285063848661,129.0,175,553
1285063849296,99.0,82,187
1285063850032,99.0,274,214
1285063850703,30.0,282,684
1285063851568,30.0,354,216
1285063853514,99.0,111,709
1285063854415,60.0,187,346
1285063855243,60.0,441,532
1285063856232,129.0,399,381
1285063856962,99.0,165,525
1285063857705,129.0,264,64
1285063858558,60.0,360,544
1285063859472,129.0,301,72
1285063860354,60.0,201,756
1285063861270,129.0,327,718
1285063862002,30.0,252,237
1285063863427,129.0,226,490
1285063864405,99.0,310,430
1285063865080,60.0,130,132
1285063865973,60.0,39,436
1285063866875,129.0,363,681
1285063867707,30.0,160,181
1285063868505,30.0,339,316
1285063869333,60.0,178,543
1285063870175,99.0,177,531
1285063870797,99.0,72,580
1285063871505,99.0,387,208
1285063872216,129.0,369,256
1285063872830,60.0,363,360
1285063873895,30.0,109,198
1285063876009,99.0,427,228
1285063877136,129.0,195,435
1285063877805,129.0,333,526
1285063878402,30.0,288,555
1285063881985,30.0,360,300
1285063887419,30.0,244,579
1285063890666,99.0,423,426
1285063891407,30.0,159,598
1285063892284,60.0,163,408
1285063892982,60.0,168,129
1285063894325,30.0,289,33
1285063895136,30.0,30,73
1285063896800,30.0,319,502
1285063897890,129.0,214,327
1285063898550,60.0,406,87
1285063899317,99.0,237,603
1285063900153,129.0,310,330
Finished: 1285063901034
